full_name,dom_pos,birthdate,height,bodyWeight,points_acum,numMinutes_acum,reboundsTotal_acum,blocks_acum,assists_acum,steals_acum,threePointersMade_acum,fieldGoalsMade_acum,freeThrowsMade_acum,age,reb36Min,blk36Min,ast36Min,stl36Min,pts_from_2_36Min,pts_from_3_36Min
Jimmer Fredette,G,1989-02-25,74.0,195.0,1642.0,3493.0,281.0,12.0,373.0,109.0,227.0,592.0,231.0,36.65434633812457,2.896077870025766,0.12367592327512168,3.8442599484683653,1.1233896364156886,7.523618665903236,7.0186086458631545
World Free,G,1953-12-09,75.0,185.0,18430.0,27485.0,2498.0,190.0,3412.0,783.0,213.0,6677.0,4863.0,71.86858316221766,3.271893760232854,0.24886301619064943,4.469055848644715,1.02557758777515,16.93316354375114,0.8369656176096052
Enes Freedom,C,1992-05-20,82.0,250.0,9345.0,17730.0,6519.0,415.0,716.0,330.0,54.0,3828.0,1635.0,33.42368240930869,13.236548223350253,0.8426395939086294,1.4538071065989848,0.6700507614213198,15.325888324873096,0.3289340101522843
Joel Freeland,F,1987-02-07,82.0,225.0,564.0,2099.0,613.0,65.0,78.0,40.0,1.0,241.0,81.0,38.704996577686515,10.51357789423535,1.1148165793234874,1.3377798951881847,0.6860409718913769,8.232491662696523,0.05145307289185326
Rod Freeman,F,1950-11-05,79.0,225.0,106.0,236.0,52.0,0.0,14.0,0.0,0.0,39.0,28.0,74.96235455167694,7.932203389830509,0.0,2.135593220338983,0.0,11.898305084745763,0.0
Matt Freije,F,1981-10-02,81.0,249.0,209.0,692.0,112.0,6.0,32.0,18.0,26.0,80.0,23.0,44.054757015742645,5.826589595375722,0.3121387283236994,1.6647398843930634,0.9364161849710984,5.61849710982659,4.057803468208093
Larry Friend,G,1935-04-14,76.0,185.0,175.0,134.0,48.0,0.0,11.0,0.0,0.0,74.0,27.0,90.5242984257358,12.895522388059701,0.0,2.955223880597015,0.0,39.76119402985075,0.0
Pat Frink,G,1945-02-18,76.0,195.0,123.0,262.0,41.0,0.0,46.0,0.0,0.0,50.0,23.0,80.67351129363449,5.633587786259542,0.0,6.3206106870229,0.0,13.740458015267176,0.0
Channing Frye,F,1983-05-17,84.0,255.0,8626.0,21290.0,4401.0,602.0,954.0,496.0,1168.0,3234.0,990.0,42.43394934976044,7.441803663691873,1.017942696101456,1.6131517144199155,0.8387036167214654,6.98694222639737,5.9250352278064815
Bernie Fryer,G,1949-12-25,75.0,185.0,686.0,1925.0,204.0,10.0,330.0,104.0,0.0,273.0,140.0,75.82477754962355,3.815064935064935,0.18701298701298702,6.171428571428572,1.944935064935065,10.210909090909091,0.0
Joe Fulks,F,1921-10-26,77.0,190.0,4249.0,372.0,126.0,0.0,66.0,0.0,0.0,1526.0,1197.0,103.98904859685148,12.193548387096774,0.0,6.387096774193549,0.0,295.35483870967744,0.0
Hiram Fuller,F,1981-05-13,81.0,240.0,43.0,150.0,41.0,8.0,6.0,0.0,0.0,17.0,9.0,44.4435318275154,9.84,1.9200000000000002,1.44,0.0,8.16,0.0
Tony Fuller,G,1958-09-04,76.0,180.0,60.0,248.0,42.0,1.0,28.0,3.0,0.0,24.0,12.0,67.13210130047912,6.096774193548387,0.14516129032258063,4.064516129032258,0.43548387096774194,6.967741935483871,0.0
Markelle Fultz,G,1998-05-29,76.0,209.0,2916.0,6627.07,895.0,73.0,1214.0,316.0,94.0,1233.0,356.0,27.40041067761807,4.861877119149186,0.3965553404445705,6.594769634242584,1.7165957202806066,12.37469952784564,1.5318987124023136
Lawrence Funderburke,F,1970-12-15,81.0,230.0,2076.0,4708.0,1176.0,102.0,185.0,100.0,2.0,830.0,414.0,54.85284052019165,8.992353440951572,0.7799490229396772,1.4146134239592185,0.7646559048428208,12.662701784197111,0.045879354290569246
Terry Furlow,G,1954-10-18,77.0,190.0,2734.0,4962.0,542.0,52.0,565.0,98.0,24.0,1118.0,474.0,71.0116358658453,3.9322853688029022,0.37726723095526,4.0991535671100365,0.7110036275695284,15.874244256348247,0.5223700120918985
Billy Gabor,G,1922-05-13,71.0,170.0,2257.0,1219.0,110.0,0.0,222.0,0.0,0.0,809.0,639.0,103.44421629021218,3.24856439704676,0.0,6.556193601312551,0.0,47.78342904019688,0.0
Wenyen Gabriel,F,1997-03-26,81.0,205.0,790.0,2160.0,589.0,84.0,87.0,66.0,46.0,308.0,128.0,28.57494866529774,9.816666666666666,1.4,1.4500000000000002,1.0999999999999999,8.733333333333333,2.3
Dan Gadzuric,C,1978-02-02,83.0,240.0,2684.0,8236.0,2539.0,479.0,226.0,261.0,0.0,1137.0,410.0,47.71800136892539,11.098105876639146,2.0937348227294805,0.9878581835842641,1.1408450704225352,9.939776590577951,0.0
Tony Gaffney,F,1984-11-14,80.0,205.0,33.0,125.0,29.0,6.0,4.0,4.0,1.0,13.0,6.0,40.936344969199176,8.352,1.728,1.1520000000000001,1.1520000000000001,6.912,0.864
Deng Gai,F,1982-03-22,81.0,250.0,17.0,113.0,18.0,12.0,2.0,3.0,0.0,7.0,3.0,43.58658453114305,5.734513274336283,3.823008849557522,0.6371681415929203,0.9557522123893805,4.460176991150442,0.0
Corey Gaines,G,1965-06-01,75.0,195.0,248.0,1030.0,71.0,4.0,249.0,39.0,11.0,92.0,53.0,60.39151266255989,2.4815533980582525,0.13980582524271845,8.702912621359223,1.3631067961165049,5.662135922330097,1.1533980582524272
Reece Gaines,G,1981-01-07,78.0,205.0,138.0,637.0,56.0,4.0,57.0,19.0,7.0,55.0,21.0,44.78850102669404,3.164835164835165,0.2260596546310832,3.221350078492936,1.0737833594976451,5.425431711145997,1.1868131868131868
Sundiata Gaines,G,1986-04-18,73.0,200.0,552.0,1358.0,184.0,4.0,223.0,89.0,50.0,199.0,104.0,39.51266255989049,4.877761413843888,0.10603829160530191,5.911634756995582,2.3593519882179677,7.899852724594993,3.976435935198822
Mike Gale,G,1950-07-18,76.0,185.0,3570.0,11890.0,1197.0,168.0,2088.0,864.0,5.0,1509.0,547.0,75.26351813826146,3.6242220353238013,0.5086627417998318,6.3219512195121945,2.6159798149705633,9.10748528174937,0.04541631623212784
Chad Gallagher,C,1969-05-30,82.0,255.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,56.39698836413415,0.0,0.0,0.0,0.0,72.0,0.0
Harry Gallatin,F,1927-04-26,78.0,210.0,8161.0,2757.0,2258.0,0.0,342.0,0.0,0.0,2568.0,3025.0,98.49144421629022,29.484221980413494,0.0,4.465723612622416,0.0,67.06420021762786,0.0
Danilo Gallinari,F,1988-08-08,82.0,236.0,12976.0,24620.0,4089.0,290.0,1628.0,614.0,1608.0,3958.0,3452.0,37.204654346338124,5.979041429731925,0.4240454914703493,2.3805036555645818,0.8978066612510154,6.872461413484972,7.053777416734363
Langston Galloway,G,1991-12-09,73.0,200.0,3971.0,10405.0,1201.0,75.0,804.0,324.0,707.0,1409.0,446.0,33.869952087611225,4.155309947140798,0.25949062950504564,2.781739548294089,1.1209995194617972,4.857664584334455,7.338395002402691
Dave Gambee,F,1937-04-16,78.0,215.0,8320.0,5267.0,2948.0,0.0,512.0,0.0,0.0,2945.0,2429.0,88.51745379876797,20.14961078412759,0.0,3.499525346497057,0.0,40.25821150560091,0.0
Kevin Gamble,F,1965-11-13,77.0,210.0,6425.0,15237.0,1523.0,185.0,1356.0,493.0,233.0,2683.0,826.0,59.93976728268309,3.598346131128175,0.43709391612522147,3.203780271707029,1.164796219728293,11.577082102776139,1.6515062020082694
Jorge Garbajosa,F,1977-12-19,81.0,245.0,663.0,2149.0,375.0,16.0,136.0,86.0,88.0,255.0,65.0,47.841204654346335,6.281991624011168,0.26803164262447654,2.2782689623080503,1.4406700791065612,5.595160539785947,4.422522103303862
Francisco Garcia,G,1981-12-31,79.0,215.0,4779.0,12714.0,1543.0,426.0,814.0,486.0,651.0,1707.0,714.0,43.80835044490075,4.369042000943842,1.206229353468617,2.3048607833883907,1.3761208117036339,5.980179329872581,5.529966965549788
Thomas Gardner,G,1985-02-08,77.0,225.0,115.0,277.0,19.0,2.0,10.0,9.0,19.0,44.0,8.0,40.70088980150582,2.4693140794223827,0.25992779783393505,1.2996389891696751,1.1696750902527075,6.498194945848375,7.4079422382671485
Vern Gardner,C,1925-05-14,77.0,200.0,824.0,22.0,52.0,0.0,26.0,0.0,0.0,311.0,202.0,100.44079397672827,85.0909090909091,0.0,42.54545454545455,0.0,1017.8181818181819,0.0
Patricio Garino,G,1993-05-17,78.0,203.0,15.0,95.0,11.0,1.0,2.0,4.0,1.0,7.0,0.0,32.43258042436687,4.168421052631579,0.37894736842105264,0.7578947368421053,1.5157894736842106,4.5473684210526315,1.1368421052631579
Gary Garland,G,1957-10-12,76.0,180.0,334.0,1106.0,138.0,4.0,145.0,54.0,6.0,155.0,18.0,68.02737850787132,4.491862567811935,0.1301989150090416,4.719710669077758,1.7576853526220615,9.6998191681736,0.5858951175406872
Dick Garmaker,G,1932-10-29,75.0,200.0,5904.0,1410.0,603.0,0.0,260.0,0.0,0.0,2126.0,1652.0,92.9801505817933,15.395744680851063,0.0,6.638297872340425,0.0,108.56170212765957,0.0
Bill Garnett,F,1960-04-22,81.0,225.0,1676.0,5334.0,1318.0,169.0,397.0,155.0,1.0,587.0,501.0,65.5003422313484,8.895388076490438,1.140607424071991,2.67941507311586,1.046119235095613,7.910011248593926,0.020247469066366708
Kevin Garnett,F,1976-05-19,83.0,240.0,29268.0,56034.0,16531.0,2264.0,6034.0,2097.0,190.0,11806.0,5466.0,49.426420260095824,10.620623193061355,1.4545454545454546,3.8766463218760037,1.3472534532605205,14.925795053003533,0.3662062319306136
Marlon Garnett,G,1975-07-03,74.0,186.0,51.0,193.0,21.0,1.0,18.0,5.0,6.0,15.0,15.0,50.30527036276523,3.9170984455958546,0.18652849740932642,3.3575129533678756,0.9326424870466321,3.3575129533678756,3.3575129533678756
Billy Garrett,G,1994-10-16,78.0,215.0,26.0,62.0,3.0,1.0,7.0,1.0,0.0,11.0,4.0,31.017111567419576,1.7419354838709677,0.5806451612903225,4.064516129032258,0.5806451612903225,12.774193548387098,0.0
Calvin Garrett,F,1956-07-11,79.0,190.0,880.0,2954.0,424.0,9.0,227.0,64.0,6.0,384.0,106.0,69.28131416837782,5.16723087339201,0.10968178740690589,2.7664184157075153,0.7799593771157752,9.213270142180093,0.21936357481381177
Dean Garrett,C,1966-11-27,83.0,250.0,1813.0,7061.0,1872.0,380.0,213.0,173.0,0.0,752.0,309.0,58.902121834360024,9.544257187367228,1.9374026341877921,1.0859651607421046,0.8820280413539159,7.668035688995893,0.0
Diante Garrett,G,1988-11-03,76.0,190.0,315.0,1252.0,117.0,5.0,169.0,54.0,41.0,126.0,22.0,36.96646132785763,3.364217252396166,0.1437699680511182,4.859424920127796,1.5527156549520766,4.8881789137380185,3.536741214057508
Eldo Garrett,G,1947-01-31,75.0,185.0,3711.0,7665.0,908.0,1.0,764.0,5.0,0.0,1539.0,633.0,78.72416153319644,4.264579256360078,0.004696673189823875,3.5882583170254403,0.023483365949119372,14.456360078277886,0.0
Marcus Garrett,G,1998-11-09,77.0,205.0,54.0,275.74,43.0,6.0,31.0,14.0,4.0,22.0,6.0,26.951403148528406,5.613984188003191,0.7833466308841661,4.047290926234859,1.827808805396388,4.700079785304997,1.5666932617683322
Rowland Garrett,F,1950-07-16,78.0,210.0,1380.0,2874.0,619.0,24.0,106.0,42.0,0.0,582.0,216.0,75.26899383983573,7.753653444676409,0.30062630480167013,1.3277661795407099,0.5260960334029228,14.580375782881001,0.0
Tom Garrick,G,1966-07-07,74.0,185.0,1359.0,4718.0,501.0,22.0,853.0,266.0,5.0,543.0,268.0,59.29363449691992,3.82280627384485,0.1678677405680373,6.508690122933446,2.029673590504451,8.210258584145825,0.11445527766002543
John Garris,F,1959-06-06,80.0,205.0,131.0,267.0,77.0,5.0,10.0,8.0,0.0,52.0,27.0,66.3791923340178,10.382022471910112,0.6741573033707865,1.348314606741573,1.0786516853932584,14.02247191011236,0.0
Pat Garrity,F,1976-08-23,81.0,238.0,4308.0,11644.0,1583.0,113.0,478.0,256.0,675.0,1581.0,471.0,49.163586584531146,4.894194434902095,0.3493644795602886,1.4778426657506012,0.7914805908622466,5.602198557196839,6.260735142562693
Usman Garuba,F,2002-03-09,80.0,229.0,291.0,1264.0,437.0,48.0,88.0,58.0,30.0,113.0,35.0,23.62217659137577,12.44620253164557,1.3670886075949367,2.5063291139240507,1.6518987341772153,4.727848101265823,2.5632911392405067
Jim Garvin,F,1950-02-05,79.0,200.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,75.709787816564,16.363636363636363,0.0,0.0,0.0,6.545454545454546,0.0
Pau Gasol,F,1980-07-06,84.0,250.0,23791.0,46772.0,12967.0,2245.0,4541.0,707.0,200.0,9083.0,5425.0,45.295003422313485,9.980586675788933,1.7279568972889765,3.4951680492602413,0.5441717266740785,13.674335072265459,0.4618147609681006
Rudy Gay,G,1986-08-17,80.0,250.0,19046.0,36630.0,6790.0,875.0,2465.0,1335.0,1289.0,7173.0,3411.0,39.181382614647504,6.673218673218673,0.85995085995086,2.4226044226044228,1.3120393120393121,11.565601965601967,3.8004914004914006
Michael Gbinije,G,1992-06-05,79.0,200.0,32.0,91.0,11.0,2.0,4.0,2.0,4.0,10.0,8.0,33.379876796714576,4.351648351648351,0.7912087912087913,1.5824175824175826,0.7912087912087913,4.747252747252747,4.747252747252747
Reggie Geary,G,1973-08-31,74.0,187.0,218.0,922.0,84.0,14.0,116.0,51.0,21.0,81.0,35.0,52.14236824093087,3.2798264642082433,0.5466377440347071,4.5292841648590025,1.9913232104121477,4.685466377440346,2.459869848156182
Alonzo Gee,F,1987-05-29,78.0,225.0,2922.0,9463.0,1460.0,110.0,482.0,411.0,195.0,1053.0,621.0,38.40109514031485,5.554263975483462,0.41847194335834303,1.8336679699883758,1.5635633520025363,6.528162316390151,2.2255098805875515
Mickael Gelabale,F,1983-05-22,79.0,215.0,739.0,2505.0,348.0,36.0,135.0,55.0,46.0,290.0,113.0,42.42026009582478,5.00119760479042,0.5173652694610779,1.9401197604790419,0.7904191616766467,7.013173652694611,1.9832335329341317
Devean George,F,1977-08-29,80.0,235.0,4090.0,13155.0,2267.0,262.0,614.0,505.0,491.0,1527.0,545.0,48.14784394250513,6.20387685290764,0.7169897377423033,1.6802736602052453,1.3819840364880274,5.670239452679589,4.031014823261118
Jack George,G,1928-11-13,75.0,190.0,5332.0,2567.0,1487.0,0.0,1565.0,0.0,0.0,1965.0,1402.0,96.93908281998631,20.85391507596416,0.0,21.947798987144527,0.0,55.11492014024153,0.0
Marcus Georges-Hunt,G,1994-03-28,77.0,226.0,86.0,280.0,28.0,0.0,13.0,8.0,6.0,27.0,26.0,31.57015742642026,3.6,0.0,1.6714285714285715,1.0285714285714285,5.3999999999999995,2.314285714285714
Gus Gerard,F,1953-07-27,80.0,200.0,1627.0,3471.0,720.0,112.0,217.0,111.0,1.0,663.0,300.0,72.23819301848049,7.4675885911840965,1.1616248919619707,2.250648228176318,1.1512532411408816,13.732065687121867,0.031114952463267072
Derrick Gervin,F,1963-03-28,80.0,200.0,676.0,1082.0,175.0,26.0,38.0,39.0,7.0,257.0,155.0,62.57084188911704,5.8225508317929755,0.8650646950092421,1.2643253234750462,1.2975970425138632,16.635859519408502,0.6987060998151571
George Gervin,G,1952-04-27,79.0,180.0,22300.0,28758.0,3947.0,706.0,2389.0,996.0,77.0,8667.0,4889.0,73.48665297741273,4.940955560191947,0.8837888587523471,2.99061130815773,1.246818276653453,21.506363446693094,0.2891717087419153
John Gianelli,C,1950-06-10,82.0,220.0,4416.0,14193.0,3344.0,252.0,864.0,134.0,0.0,1879.0,658.0,75.36755646817248,8.481927710843372,0.6391883322764743,2.1915028535193404,0.33988585922637915,9.532022828154725,0.0
Dick Gibbs,F,1948-12-20,77.0,210.0,1757.0,3748.0,597.0,9.0,248.0,18.0,0.0,682.0,393.0,76.83778234086242,5.734258271077908,0.0864461045891142,2.382070437566702,0.1728922091782284,13.101387406616862,0.0
Jonathan Gibson,G,1987-11-08,74.0,185.0,190.0,362.0,36.0,0.0,51.0,15.0,26.0,66.0,32.0,37.95482546201232,3.580110497237569,0.0,5.071823204419889,1.4917127071823204,7.955801104972375,7.7569060773480665
Mike Gibson,F,1960-10-27,82.0,205.0,101.0,390.0,106.0,11.0,14.0,14.0,0.0,41.0,19.0,64.98562628336755,9.784615384615384,1.0153846153846153,1.2923076923076922,1.2923076923076922,7.569230769230769,0.0
J.R. Giddens,G,1985-02-13,77.0,215.0,99.0,374.0,92.0,3.0,24.0,17.0,0.0,40.0,19.0,40.68720054757016,8.855614973262032,0.2887700534759359,2.310160427807487,1.6363636363636365,7.7005347593582885,0.0
Harry Giles III,F,1998-04-22,83.0,240.0,1025.0,2136.9,699.0,64.0,208.0,79.0,13.0,432.0,148.0,27.50171115674196,11.775937105152323,1.078197388740699,3.504141513407272,1.3308999017268004,14.117647058823529,0.6570265337638636
Eddie Gill,G,1978-08-16,72.0,190.0,682.0,2253.0,252.0,16.0,262.0,129.0,73.0,212.0,185.0,47.18412046543463,4.026631158455393,0.255659121171771,4.18641810918775,2.0612516644474033,4.442077230359521,3.499334221038615
Kendall Gill,G,1968-05-25,77.0,216.0,13248.0,30025.0,4106.0,442.0,3001.0,1558.0,322.0,5201.0,2524.0,57.40999315537303,4.923097418817652,0.5299583680266444,3.598201498751041,1.8680432972522896,11.69985012489592,1.1582348043297253
Ben Gillery,C,1965-09-19,84.0,235.0,25.0,84.0,23.0,4.0,2.0,2.0,0.0,6.0,13.0,60.09034907597536,9.857142857142858,1.7142857142857142,0.8571428571428571,0.8571428571428571,5.142857142857142,0.0
Freddie Gillespie,C,1997-06-14,81.0,245.0,139.0,535.0,148.0,31.0,15.0,16.0,0.0,56.0,27.0,28.355920602327174,9.958878504672896,2.085981308411215,1.0093457943925233,1.0766355140186916,7.536448598130842,0.0
Armen Gilliam,F,1964-05-28,81.0,260.0,13002.0,26995.0,6557.0,627.0,1106.0,690.0,0.0,4949.0,3104.0,61.40177960301163,8.744285978884978,0.8361548434895352,1.4749398036673458,0.9201704019262826,13.199777736617891,0.0
Herm Gilliam,G,1946-05-05,75.0,190.0,6521.0,13215.0,2090.0,15.0,2076.0,188.0,0.0,2816.0,889.0,79.46611909650925,5.693530079455165,0.04086265607264472,5.655391600454029,0.5121452894438139,15.342565266742339,0.0
Artis Gilmore,C,1948-09-21,86.0,240.0,16068.0,29745.0,9476.0,1696.0,1735.0,382.0,1.0,5910.0,4247.0,77.08418891170432,11.468683812405446,2.0526475037821483,2.0998487140695916,0.46232980332829043,14.303177004538577,0.003630862329803328
Manu Ginobili,G,1977-07-28,78.0,205.0,17554.0,33260.0,4723.0,396.0,4994.0,1732.0,1877.0,5685.0,4307.0,48.23545516769336,5.112086590499097,0.4286229705351774,5.405411906193626,1.8746843054720383,8.243415514131089,6.094888755261575
Gordan Giricek,G,1977-06-20,78.0,220.0,4049.0,9603.0,1047.0,52.0,645.0,245.0,326.0,1568.0,587.0,48.33949349760438,3.925023430178069,0.1949390815370197,2.4179943767572634,0.9184629803186505,9.312089971883786,3.6663542642924085
Mickell Gladness,C,1986-07-26,83.0,220.0,72.0,330.0,85.0,34.0,7.0,6.0,0.0,31.0,10.0,39.24161533196441,9.272727272727273,3.709090909090909,0.7636363636363637,0.6545454545454545,6.763636363636364,0.0
Gerald Glass,F,1967-11-12,77.0,221.0,1553.0,3347.0,512.0,58.0,298.0,130.0,26.0,686.0,155.0,57.94387405886379,5.507021213026591,0.6238422467881686,3.205258440394383,1.3982671048700328,14.197789064834181,0.8389602629220198
Mike Glenn,G,1955-09-10,74.0,175.0,4593.0,9799.0,731.0,34.0,963.0,191.0,8.0,1997.0,591.0,70.11635865845311,2.685580161240943,0.12491070517399736,3.537912031839984,0.7017042555362792,14.61455250535769,0.08817226247576283
Georgi Glouchkov,F,1960-01-10,80.0,235.0,239.0,772.0,163.0,25.0,32.0,26.0,1.0,84.0,70.0,65.782340862423,7.601036269430052,1.16580310880829,1.4922279792746114,1.2124352331606219,7.740932642487046,0.13989637305699482
Clarence Glover,F,1947-11-01,80.0,210.0,71.0,91.0,34.0,0.0,4.0,0.0,0.0,27.0,17.0,77.97399041752224,13.45054945054945,0.0,1.5824175824175826,0.0,21.36263736263736,0.0
Dion Glover,G,1978-10-22,77.0,225.0,2423.0,5989.0,898.0,65.0,458.0,233.0,149.0,919.0,436.0,47.00068446269678,5.397896142928703,0.39071631324094175,2.7530472532977126,1.4005677074636835,9.256971113708467,2.6869260310569376
Andreas Glyniadakis,C,1981-08-26,85.0,280.0,33.0,124.0,18.0,4.0,1.0,1.0,0.0,14.0,5.0,44.15605749486653,5.225806451612904,1.161290322580645,0.29032258064516125,0.29032258064516125,8.129032258064516,0.0
Mike Gminski,C,1959-08-03,83.0,250.0,11346.0,24926.0,6663.0,966.0,1226.0,484.0,6.0,4356.0,2628.0,66.22039698836413,9.623204685870176,1.3951697023188638,1.7706812164005457,0.6990291262135921,12.565192971194737,0.025996950974885663
Dan Godfread,F,1967-06-14,82.0,250.0,13.0,22.0,2.0,4.0,0.0,1.0,0.0,5.0,3.0,58.35728952772074,3.272727272727273,6.545454545454546,0.0,1.6363636363636365,16.363636363636363,0.0
Tom Gola,G,1933-01-13,78.0,205.0,8306.0,6128.0,5361.0,0.0,2644.0,0.0,0.0,3106.0,2094.0,92.77207392197126,31.494125326370757,0.0,15.532637075718016,0.0,36.4934725848564,0.0
Anthony Goldwire,G,1971-09-06,74.0,182.0,1692.0,4865.0,362.0,9.0,739.0,170.0,210.0,587.0,308.0,54.12731006160164,2.6787255909558065,0.06659815005138746,5.468448098663926,1.2579650565262075,5.579445015416239,4.661870503597123
Ryan Gomes,F,1982-09-01,79.0,245.0,5305.0,14245.0,2425.0,88.0,771.0,402.0,355.0,2029.0,892.0,43.14031485284052,6.128466128466129,0.22239382239382238,1.9484731484731486,1.015935415935416,8.461074061074061,2.6914706914706916
Glen Gondrezick,F,1955-08-30,78.0,218.0,2602.0,7731.0,2008.0,100.0,622.0,397.0,2.0,1004.0,592.0,70.14647501711157,9.350407450523866,0.46565774155995343,2.8963911525029102,1.848661233993015,9.331781140861466,0.027939464493597205
Grant Gondrezick,G,1963-01-19,77.0,205.0,454.0,1080.0,146.0,5.0,115.0,38.0,7.0,173.0,101.0,62.757015742642025,4.866666666666667,0.16666666666666666,3.8333333333333335,1.2666666666666668,11.066666666666666,0.7
Drew Gooden,F,1981-09-24,82.0,250.0,9814.0,22397.0,6374.0,546.0,994.0,607.0,110.0,3887.0,1930.0,44.0766598220397,10.245300709916506,0.8776175380631335,1.5977139795508326,0.9756663838906997,12.141983301335,0.5304281823458499
Gail Goodrich,G,1943-04-23,73.0,170.0,20631.0,32391.0,3443.0,38.0,5032.0,295.0,0.0,7973.0,4685.0,82.4996577686516,3.826618505140317,0.04223395387607669,5.592664629063629,0.3278688524590164,17.722700750208393,0.0
Steve Goodrich,C,1976-03-18,82.0,220.0,24.0,170.0,26.0,3.0,11.0,3.0,1.0,9.0,5.0,49.596167008898014,5.5058823529411764,0.6352941176470588,2.3294117647058825,0.6352941176470588,3.388235294117647,0.6352941176470588
Archie Goodwin,G,1994-08-17,77.0,205.0,1165.0,2621.0,362.0,41.0,226.0,84.0,50.0,415.0,285.0,31.1813826146475,4.972148035101106,0.5631438382296833,3.1041587180465475,1.1537581075925218,10.026707363601679,2.0602823349866464
Brandon Goodwin,G,1995-10-02,72.0,180.0,656.0,1630.0,218.0,5.0,271.0,58.0,82.0,239.0,96.0,30.05612594113621,4.814723926380369,0.11042944785276074,5.985276073619632,1.2809815950920247,6.934969325153374,5.433128834355828
Ben Gordon,G,1983-04-04,75.0,205.0,12326.0,22412.0,2065.0,124.0,2103.0,566.0,1299.0,4338.0,2351.0,42.55167693360712,3.316973050151704,0.19917901124397644,3.378011779403891,0.9091558093878279,9.76298411565233,6.259682313046582
Drew Gordon,F,1990-07-12,81.0,245.0,64.0,159.0,43.0,2.0,4.0,6.0,0.0,28.0,8.0,35.279945242984255,9.735849056603774,0.4528301886792453,0.9056603773584906,1.3584905660377358,12.679245283018867,0.0
Lancaster Gordon,G,1962-06-24,75.0,185.0,1125.0,2580.0,259.0,31.0,294.0,128.0,23.0,472.0,158.0,63.32922655715264,3.613953488372093,0.4325581395348837,4.102325581395349,1.786046511627907,12.530232558139534,0.9627906976744186
Marcin Gortat,C,1984-02-17,83.0,240.0,9013.0,23362.0,7326.0,1033.0,1049.0,431.0,3.0,3843.0,1324.0,41.67830253251198,11.289101960448592,1.5918157691978425,1.6164711925348856,0.6641554661415975,11.83460320178067,0.013868675627086723
Andrew Goudelock,G,1988-12-07,75.0,200.0,276.0,612.0,47.0,2.0,35.0,15.0,36.0,108.0,24.0,36.87337440109514,2.764705882352941,0.11764705882352941,2.0588235294117645,0.8823529411764706,8.470588235294118,6.352941176470589
Bato Govedarica,G,1928-04-17,71.0,185.0,60.0,204.0,14.0,0.0,19.0,0.0,0.0,19.0,22.0,97.51403148528405,2.4705882352941178,0.0,3.3529411764705883,0.0,6.705882352941177,0.0
Joe Graboski,F,1930-01-15,80.0,195.0,7315.0,3050.0,3872.0,0.0,971.0,0.0,0.0,2785.0,1745.0,95.76728268309377,45.702295081967215,0.0,11.460983606557377,0.0,65.74426229508197,0.0
Devonte' Graham,G,1995-02-22,73.0,195.0,4015.0,8789.78,831.0,55.0,1529.0,277.0,820.0,1280.0,635.0,30.663928815879533,3.4034981535374036,0.22526161064326977,6.2622727758828995,1.1344993845124678,3.7680123962146945,10.075337494226249
Greg Graham,G,1970-11-26,76.0,174.0,950.0,2552.0,224.0,12.0,207.0,130.0,50.0,335.0,230.0,54.90485968514716,3.1598746081504703,0.16927899686520376,2.920062695924765,1.8338557993730409,8.04075235109718,2.115987460815047
Joey Graham,F,1982-06-11,79.0,230.0,2478.0,6619.0,1172.0,45.0,239.0,161.0,60.0,940.0,538.0,43.36481861738535,6.374376794077656,0.2447499622299441,1.2998942438434808,0.8756609759782444,9.572442967215592,0.9789998489197764
Mal Graham,G,1945-02-23,73.0,185.0,332.0,729.0,111.0,0.0,64.0,0.0,0.0,132.0,68.0,80.65982203969884,5.481481481481482,0.0,3.1604938271604937,0.0,13.037037037037038,0.0
Orlando Graham,F,1965-05-05,80.0,220.0,11.0,30.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,60.46543463381246,14.4,0.0,0.0,0.0,9.6,0.0
Paul Graham,G,1967-11-28,78.0,200.0,1505.0,3383.0,436.0,32.0,354.0,190.0,100.0,585.0,235.0,57.90006844626968,4.639668932899793,0.3405261602128289,3.7670706473544193,2.0218740762636713,10.322199231451375,3.1924327519952707
Treveon Graham,G,1993-10-28,77.0,219.0,814.0,3041.0,437.0,19.0,161.0,92.0,126.0,288.0,112.0,31.983572895277206,5.173298257152252,0.22492601118053274,1.9059519894771457,1.089115422558369,3.835580401183821,4.474843801381124
Jim Grandholm,C,1960-10-04,84.0,235.0,79.0,168.0,50.0,8.0,8.0,2.0,9.0,30.0,10.0,65.0485968514716,10.714285714285714,1.7142857142857142,1.7142857142857142,0.42857142857142855,9.0,5.7857142857142865
Ronnie Grandison,F,1964-07-09,78.0,220.0,254.0,884.0,163.0,6.0,58.0,31.0,4.0,84.0,82.0,61.28678986995209,6.638009049773756,0.24434389140271495,2.3619909502262444,1.262443438914027,6.515837104072398,0.4886877828054299
Danny Granger,G,1983-04-20,81.0,222.0,10907.0,20412.0,3250.0,533.0,1251.0,627.0,1122.0,3685.0,2415.0,42.507871321013006,5.731922398589066,0.9400352733686067,2.206349206349206,1.1058201058201058,9.040564373897707,5.936507936507936
